Tournament,Stage,Match Type,Match Name,Map,Team,Type,Initiated,Won
Champions Tour 2023: Pacific League,Playoffs,Upper Round 1,T1 vs Gen.G,Fracture,Gen.G,$$$ (won),12,6
Champions Tour 2023: Pacific League,Playoffs,Upper Round 1,T1 vs Gen.G,Ascent,T1,Pistol Won,,1
Champions Tour 2023: Pacific League,Playoffs,Upper Round 1,T1 vs Gen.G,Ascent,T1,Eco (won),3,1
Champions Tour 2023: Pacific League,Playoffs,Upper Round 1,T1 vs Gen.G,Ascent,T1,$ (won),1,0
Champions Tour 2023: Pacific League,Playoffs,Upper Round 1,T1 vs Gen.G,Ascent,T1,$$ (won),7,4
Champions Tour 2023: Pacific League,Playoffs,Upper Round 1,T1 vs Gen.G,Ascent,T1,$$$ (won),13,6
Champions Tour 2023: Pacific League,Playoffs,Upper Round 1,T1 vs Gen.G,Ascent,Gen.G,Pistol Won,,1
Champions Tour 2023: Pacific League,Playoffs,Upper Round 1,T1 vs Gen.G,Ascent,Gen.G,Eco (won),3,1
Champions Tour 2023: Pacific League,Playoffs,Upper Round 1,T1 vs Gen.G,Ascent,Gen.G,$ (won),0,0
Champions Tour 2023: Pacific League,Playoffs,Upper Round 1,T1 vs Gen.G,Ascent,Gen.G,$$ (won),7,5
Champions Tour 2023: Pacific League,Playoffs,Upper Round 1,T1 vs Gen.G,Ascent,Gen.G,$$$ (won),14,7
Champions Tour 2023: Pacific League,Playoffs,Upper Round 1,T1 vs Gen.G,Lotus,T1,Pistol Won,,1
Champions Tour 2023: Pacific League,Playoffs,Upper Round 1,T1 vs Gen.G,Lotus,T1,Eco (won),4,1
Champions Tour 2023: Pacific League,Playoffs,Upper Round 1,T1 vs Gen.G,Lotus,T1,$ (won),1,0
Champions Tour 2023: Pacific League,Playoffs,Upper Round 1,T1 vs Gen.G,Lotus,T1,$$ (won),4,3
Champions Tour 2023: Pacific League,Playoffs,Upper Round 1,T1 vs Gen.G,Lotus,T1,$$$ (won),11,9
Champions Tour 2023: Pacific League,Playoffs,Upper Round 1,T1 vs Gen.G,Lotus,Gen.G,Pistol Won,,1
Champions Tour 2023: Pacific League,Playoffs,Upper Round 1,T1 vs Gen.G,Lotus,Gen.G,Eco (won),3,1
Champions Tour 2023: Pacific League,Playoffs,Upper Round 1,T1 vs Gen.G,Lotus,Gen.G,$ (won),2,0
Champions Tour 2023: Pacific League,Playoffs,Upper Round 1,T1 vs Gen.G,Lotus,Gen.G,$$ (won),8,3
Champions Tour 2023: Pacific League,Playoffs,Upper Round 1,T1 vs Gen.G,Lotus,Gen.G,$$$ (won),7,3
Champions Tour 2023: Pacific League,Playoffs,Upper Round 1,T1 vs Gen.G,All Maps,T1,Pistol Won,,3
Champions Tour 2023: Pacific League,Playoffs,Upper Round 1,T1 vs Gen.G,All Maps,T1,Eco (won),10,3
Champions Tour 2023: Pacific League,Playoffs,Upper Round 1,T1 vs Gen.G,All Maps,T1,$ (won),3,0
Champions Tour 2023: Pacific League,Playoffs,Upper Round 1,T1 vs Gen.G,All Maps,T1,$$ (won),14,9
Champions Tour 2023: Pacific League,Playoffs,Upper Round 1,T1 vs Gen.G,All Maps,T1,$$$ (won),38,25
Champions Tour 2023: Pacific League,Playoffs,Upper Round 1,T1 vs Gen.G,All Maps,Gen.G,Pistol Won,,3
Champions Tour 2023: Pacific League,Playoffs,Upper Round 1,T1 vs Gen.G,All Maps,Gen.G,Eco (won),9,3
Champions Tour 2023: Pacific League,Playoffs,Upper Round 1,T1 vs Gen.G,All Maps,Gen.G,$ (won),3,0
Champions Tour 2023: Pacific League,Playoffs,Upper Round 1,T1 vs Gen.G,All Maps,Gen.G,$$ (won),20,9
Champions Tour 2023: Pacific League,Playoffs,Upper Round 1,T1 vs Gen.G,All Maps,Gen.G,$$$ (won),33,16
Champions Tour 2023: Pacific League,Playoffs,Upper Semifinals,DRX vs Team Secret,Haven,DRX,Pistol Won,,1
Champions Tour 2023: Pacific League,Playoffs,Upper Semifinals,DRX vs Team Secret,Haven,DRX,Eco (won),5,1
Champions Tour 2023: Pacific League,Playoffs,Upper Semifinals,DRX vs Team Secret,Haven,DRX,$ (won),2,0
Champions Tour 2023: Pacific League,Playoffs,Upper Semifinals,DRX vs Team Secret,Haven,DRX,$$ (won),3,1
Champions Tour 2023: Pacific League,Playoffs,Upper Semifinals,DRX vs Team Secret,Haven,DRX,$$$ (won),12,7
Champions Tour 2023: Pacific League,Playoffs,Upper Semifinals,DRX vs Team Secret,Haven,Team Secret,Pistol Won,,1
Champions Tour 2023: Pacific League,Playoffs,Upper Semifinals,DRX vs Team Secret,Haven,Team Secret,Eco (won),3,2
Champions Tour 2023: Pacific League,Playoffs,Upper Semifinals,DRX vs Team Secret,Haven,Team Secret,$ (won),2,1
Champions Tour 2023: Pacific League,Playoffs,Upper Semifinals,DRX vs Team Secret,Haven,Team Secret,$$ (won),3,2
Champions Tour 2023: Pacific League,Playoffs,Upper Semifinals,DRX vs Team Secret,Haven,Team Secret,$$$ (won),14,8
Champions Tour 2023: Pacific League,Playoffs,Upper Semifinals,DRX vs Team Secret,Split,DRX,Pistol Won,,2
Champions Tour 2023: Pacific League,Playoffs,Upper Semifinals,DRX vs Team Secret,Split,DRX,Eco (won),3,2
Champions Tour 2023: Pacific League,Playoffs,Upper Semifinals,DRX vs Team Secret,Split,DRX,$ (won),1,1
Champions Tour 2023: Pacific League,Playoffs,Upper Semifinals,DRX vs Team Secret,Split,DRX,$$ (won),3,2
Champions Tour 2023: Pacific League,Playoffs,Upper Semifinals,DRX vs Team Secret,Split,DRX,$$$ (won),11,8
Champions Tour 2023: Pacific League,Playoffs,Upper Semifinals,DRX vs Team Secret,Split,Team Secret,Pistol Won,,0
Champions Tour 2023: Pacific League,Playoffs,Upper Semifinals,DRX vs Team Secret,Split,Team Secret,Eco (won),4,0
Champions Tour 2023: Pacific League,Playoffs,Upper Semifinals,DRX vs Team Secret,Split,Team Secret,$ (won),1,0
Champions Tour 2023: Pacific League,Playoffs,Upper Semifinals,DRX vs Team Secret,Split,Team Secret,$$ (won),6,4
Champions Tour 2023: Pacific League,Playoffs,Upper Semifinals,DRX vs Team Secret,Split,Team Secret,$$$ (won),7,1
Champions Tour 2023: Pacific League,Playoffs,Upper Semifinals,DRX vs Team Secret,Bind,DRX,Pistol Won,,1
Champions Tour 2023: Pacific League,Playoffs,Upper Semifinals,DRX vs Team Secret,Bind,DRX,Eco (won),3,1
Champions Tour 2023: Pacific League,Playoffs,Upper Semifinals,DRX vs Team Secret,Bind,DRX,$ (won),0,0
Champions Tour 2023: Pacific League,Playoffs,Upper Semifinals,DRX vs Team Secret,Bind,DRX,$$ (won),2,1
Champions Tour 2023: Pacific League,Playoffs,Upper Semifinals,DRX vs Team Secret,Bind,DRX,$$$ (won),12,11
Champions Tour 2023: Pacific League,Playoffs,Upper Semifinals,DRX vs Team Secret,Bind,Team Secret,Pistol Won,,1
Champions Tour 2023: Pacific League,Playoffs,Upper Semifinals,DRX vs Team Secret,Bind,Team Secret,Eco (won),3,1
Champions Tour 2023: Pacific League,Playoffs,Upper Semifinals,DRX vs Team Secret,Bind,Team Secret,$ (won),2,1
Champions Tour 2023: Pacific League,Playoffs,Upper Semifinals,DRX vs Team Secret,Bind,Team Secret,$$ (won),5,1
Champions Tour 2023: Pacific League,Playoffs,Upper Semifinals,DRX vs Team Secret,Bind,Team Secret,$$$ (won),7,1
Champions Tour 2023: Pacific League,Playoffs,Upper Semifinals,DRX vs Team Secret,All Maps,DRX,Pistol Won,,4
Champions Tour 2023: Pacific League,Playoffs,Upper Semifinals,DRX vs Team Secret,All Maps,DRX,Eco (won),11,4
Champions Tour 2023: Pacific League,Playoffs,Upper Semifinals,DRX vs Team Secret,All Maps,DRX,$ (won),3,1
Champions Tour 2023: Pacific League,Playoffs,Upper Semifinals,DRX vs Team Secret,All Maps,DRX,$$ (won),8,4
Champions Tour 2023: Pacific League,Playoffs,Upper Semifinals,DRX vs Team Secret,All Maps,DRX,$$$ (won),35,26
Champions Tour 2023: Pacific League,Playoffs,Upper Semifinals,DRX vs Team Secret,All Maps,Team Secret,Pistol Won,,2
Champions Tour 2023: Pacific League,Playoffs,Upper Semifinals,DRX vs Team Secret,All Maps,Team Secret,Eco (won),10,3
Champions Tour 2023: Pacific League,Playoffs,Upper Semifinals,DRX vs Team Secret,All Maps,Team Secret,$ (won),5,2
Champions Tour 2023: Pacific League,Playoffs,Upper Semifinals,DRX vs Team Secret,All Maps,Team Secret,$$ (won),14,7
Champions Tour 2023: Pacific League,Playoffs,Upper Semifinals,DRX vs Team Secret,All Maps,Team Secret,$$$ (won),28,10
Champions Tour 2023: Pacific League,Playoffs,Upper Semifinals,Paper Rex vs T1,Lotus,Paper Rex,Pistol Won,,1
Champions Tour 2023: Pacific League,Playoffs,Upper Semifinals,Paper Rex vs T1,Lotus,Paper Rex,Eco (won),3,2
Champions Tour 2023: Pacific League,Playoffs,Upper Semifinals,Paper Rex vs T1,Lotus,Paper Rex,$ (won),0,0
Champions Tour 2023: Pacific League,Playoffs,Upper Semifinals,Paper Rex vs T1,Lotus,Paper Rex,$$ (won),7,5
Champions Tour 2023: Pacific League,Playoffs,Upper Semifinals,Paper Rex vs T1,Lotus,Paper Rex,$$$ (won),13,6
Champions Tour 2023: Pacific League,Playoffs,Upper Semifinals,Paper Rex vs T1,Lotus,T1,Pistol Won,,1
Champions Tour 2023: Pacific League,Playoffs,Upper Semifinals,Paper Rex vs T1,Lotus,T1,Eco (won),3,1
Champions Tour 2023: Pacific League,Playoffs,Upper Semifinals,Paper Rex vs T1,Lotus,T1,$ (won),2,1
Champions Tour 2023: Pacific League,Playoffs,Upper Semifinals,Paper Rex vs T1,Lotus,T1,$$ (won),5,1
Champions Tour 2023: Pacific League,Playoffs,Upper Semifinals,Paper Rex vs T1,Lotus,T1,$$$ (won),13,7
Champions Tour 2023: Pacific League,Playoffs,Upper Semifinals,Paper Rex vs T1,Fracture,Paper Rex,Pistol Won,,2
Champions Tour 2023: Pacific League,Playoffs,Upper Semifinals,Paper Rex vs T1,Fracture,Paper Rex,Eco (won),2,2
Champions Tour 2023: Pacific League,Playoffs,Upper Semifinals,Paper Rex vs T1,Fracture,Paper Rex,$ (won),1,1
Champions Tour 2023: Pacific League,Playoffs,Upper Semifinals,Paper Rex vs T1,Fracture,Paper Rex,$$ (won),11,6
Champions Tour 2023: Pacific League,Playoffs,Upper Semifinals,Paper Rex vs T1,Fracture,Paper Rex,$$$ (won),9,4
Champions Tour 2023: Pacific League,Playoffs,Upper Semifinals,Paper Rex vs T1,Fracture,T1,Pistol Won,,0
Champions Tour 2023: Pacific League,Playoffs,Upper Semifinals,Paper Rex vs T1,Fracture,T1,Eco (won),4,1
Champions Tour 2023: Pacific League,Playoffs,Upper Semifinals,Paper Rex vs T1,Fracture,T1,$ (won),1,0
Champions Tour 2023: Pacific League,Playoffs,Upper Semifinals,Paper Rex vs T1,Fracture,T1,$$ (won),7,6
Champions Tour 2023: Pacific League,Playoffs,Upper Semifinals,Paper Rex vs T1,Fracture,T1,$$$ (won),11,3
Champions Tour 2023: Pacific League,Playoffs,Upper Semifinals,Paper Rex vs T1,All Maps,Paper Rex,Pistol Won,,3
Champions Tour 2023: Pacific League,Playoffs,Upper Semifinals,Paper Rex vs T1,All Maps,Paper Rex,Eco (won),5,4
Champions Tour 2023: Pacific League,Playoffs,Upper Semifinals,Paper Rex vs T1,All Maps,Paper Rex,$ (won),1,1
Champions Tour 2023: Pacific League,Playoffs,Upper Semifinals,Paper Rex vs T1,All Maps,Paper Rex,$$ (won),18,11
Champions Tour 2023: Pacific League,Playoffs,Upper Semifinals,Paper Rex vs T1,All Maps,Paper Rex,$$$ (won),22,10
Champions Tour 2023: Pacific League,Playoffs,Upper Semifinals,Paper Rex vs T1,All Maps,T1,Pistol Won,,1
Champions Tour 2023: Pacific League,Playoffs,Upper Semifinals,Paper Rex vs T1,All Maps,T1,Eco (won),7,2
Champions Tour 2023: Pacific League,Playoffs,Upper Semifinals,Paper Rex vs T1,All Maps,T1,$ (won),3,1
Champions Tour 2023: Pacific League,Playoffs,Upper Semifinals,Paper Rex vs T1,All Maps,T1,$$ (won),12,7
Champions Tour 2023: Pacific League,Playoffs,Upper Semifinals,Paper Rex vs T1,All Maps,T1,$$$ (won),24,10
Champions Tour 2023: Pacific League,Playoffs,Lower Round 1,Team Secret vs Gen.G,Ascent,Team Secret,Pistol Won,,0
Champions Tour 2023: Pacific League,Playoffs,Lower Round 1,Team Secret vs Gen.G,Ascent,Team Secret,Eco (won),4,1
Champions Tour 2023: Pacific League,Playoffs,Lower Round 1,Team Secret vs Gen.G,Ascent,Team Secret,$ (won),1,0
Champions Tour 2023: Pacific League,Playoffs,Lower Round 1,Team Secret vs Gen.G,Ascent,Team Secret,$$ (won),3,2
Champions Tour 2023: Pacific League,Playoffs,Lower Round 1,Team Secret vs Gen.G,Ascent,Team Secret,$$$ (won),13,10
Champions Tour 2023: Pacific League,Playoffs,Lower Round 1,Team Secret vs Gen.G,Ascent,Gen.G,Pistol Won,,2
Champions Tour 2023: Pacific League,Playoffs,Lower Round 1,Team Secret vs Gen.G,Ascent,Gen.G,Eco (won),3,2
Champions Tour 2023: Pacific League,Playoffs,Lower Round 1,Team Secret vs Gen.G,Ascent,Gen.G,$ (won),2,1
Champions Tour 2023: Pacific League,Playoffs,Lower Round 1,Team Secret vs Gen.G,Ascent,Gen.G,$$ (won),6,2
Champions Tour 2023: Pacific League,Playoffs,Lower Round 1,Team Secret vs Gen.G,Ascent,Gen.G,$$$ (won),10,3
Champions Tour 2023: Pacific League,Playoffs,Lower Round 1,Team Secret vs Gen.G,Haven,Team Secret,Pistol Won,,1
Champions Tour 2023: Pacific League,Playoffs,Lower Round 1,Team Secret vs Gen.G,Haven,Team Secret,Eco (won),3,1
Champions Tour 2023: Pacific League,Playoffs,Lower Round 1,Team Secret vs Gen.G,Haven,Team Secret,$ (won),3,0
Champions Tour 2023: Pacific League,Playoffs,Lower Round 1,Team Secret vs Gen.G,Haven,Team Secret,$$ (won),4,2
Champions Tour 2023: Pacific League,Playoffs,Lower Round 1,Team Secret vs Gen.G,Haven,Team Secret,$$$ (won),11,5
Champions Tour 2023: Pacific League,Playoffs,Lower Round 1,Team Secret vs Gen.G,Haven,Gen.G,Pistol Won,,1
Champions Tour 2023: Pacific League,Playoffs,Lower Round 1,Team Secret vs Gen.G,Haven,Gen.G,Eco (won),3,1
Champions Tour 2023: Pacific League,Playoffs,Lower Round 1,Team Secret vs Gen.G,Haven,Gen.G,$ (won),1,0
Champions Tour 2023: Pacific League,Playoffs,Lower Round 1,Team Secret vs Gen.G,Haven,Gen.G,$$ (won),4,3
Champions Tour 2023: Pacific League,Playoffs,Lower Round 1,Team Secret vs Gen.G,Haven,Gen.G,$$$ (won),13,9
Champions Tour 2023: Pacific League,Playoffs,Lower Round 1,Team Secret vs Gen.G,Split,Team Secret,Pistol Won,,1
Champions Tour 2023: Pacific League,Playoffs,Lower Round 1,Team Secret vs Gen.G,Split,Team Secret,Eco (won),3,1
Champions Tour 2023: Pacific League,Playoffs,Lower Round 1,Team Secret vs Gen.G,Split,Team Secret,$ (won),0,0
Champions Tour 2023: Pacific League,Playoffs,Lower Round 1,Team Secret vs Gen.G,Split,Team Secret,$$ (won),6,3
Champions Tour 2023: Pacific League,Playoffs,Lower Round 1,Team Secret vs Gen.G,Split,Team Secret,$$$ (won),17,8
Champions Tour 2023: Pacific League,Playoffs,Lower Round 1,Team Secret vs Gen.G,Split,Gen.G,Pistol Won,,1
Champions Tour 2023: Pacific League,Playoffs,Lower Round 1,Team Secret vs Gen.G,Split,Gen.G,Eco (won),3,1
Champions Tour 2023: Pacific League,Playoffs,Lower Round 1,Team Secret vs Gen.G,Split,Gen.G,$ (won),3,1
Champions Tour 2023: Pacific League,Playoffs,Lower Round 1,Team Secret vs Gen.G,Split,Gen.G,$$ (won),4,2
Champions Tour 2023: Pacific League,Playoffs,Lower Round 1,Team Secret vs Gen.G,Split,Gen.G,$$$ (won),16,10
Champions Tour 2023: Pacific League,Playoffs,Lower Round 1,Team Secret vs Gen.G,All Maps,Team Secret,Pistol Won,,2
Champions Tour 2023: Pacific League,Playoffs,Lower Round 1,Team Secret vs Gen.G,All Maps,Team Secret,Eco (won),10,3
Champions Tour 2023: Pacific League,Playoffs,Lower Round 1,Team Secret vs Gen.G,All Maps,Team Secret,$ (won),4,0
Champions Tour 2023: Pacific League,Playoffs,Lower Round 1,Team Secret vs Gen.G,All Maps,Team Secret,$$ (won),13,7
Champions Tour 2023: Pacific League,Playoffs,Lower Round 1,Team Secret vs Gen.G,All Maps,Team Secret,$$$ (won),41,23
Champions Tour 2023: Pacific League,Playoffs,Lower Round 1,Team Secret vs Gen.G,All Maps,Gen.G,Pistol Won,,4
Champions Tour 2023: Pacific League,Playoffs,Lower Round 1,Team Secret vs Gen.G,All Maps,Gen.G,Eco (won),9,4
Champions Tour 2023: Pacific League,Playoffs,Lower Round 1,Team Secret vs Gen.G,All Maps,Gen.G,$ (won),6,2
Champions Tour 2023: Pacific League,Playoffs,Lower Round 1,Team Secret vs Gen.G,All Maps,Gen.G,$$ (won),14,7
Champions Tour 2023: Pacific League,Playoffs,Lower Round 1,Team Secret vs Gen.G,All Maps,Gen.G,$$$ (won),39,22
Champions Tour 2023: Pacific League,Playoffs,Lower Round 1,T1 vs ZETA DIVISION,Haven,T1,Pistol Won,,2
Champions Tour 2023: Pacific League,Playoffs,Lower Round 1,T1 vs ZETA DIVISION,Haven,T1,Eco (won),2,2
Champions Tour 2023: Pacific League,Playoffs,Lower Round 1,T1 vs ZETA DIVISION,Haven,T1,$ (won),1,0
Champions Tour 2023: Pacific League,Playoffs,Lower Round 1,T1 vs ZETA DIVISION,Haven,T1,$$ (won),4,3
Champions Tour 2023: Pacific League,Playoffs,Lower Round 1,T1 vs ZETA DIVISION,Haven,T1,$$$ (won),16,8
Champions Tour 2023: Pacific League,Playoffs,Lower Round 1,T1 vs ZETA DIVISION,Haven,ZETA DIVISION,Pistol Won,,0
Champions Tour 2023: Pacific League,Playoffs,Lower Round 1,T1 vs ZETA DIVISION,Haven,ZETA DIVISION,Eco (won),4,0
Champions Tour 2023: Pacific League,Playoffs,Lower Round 1,T1 vs ZETA DIVISION,Haven,ZETA DIVISION,$ (won),0,0
Champions Tour 2023: Pacific League,Playoffs,Lower Round 1,T1 vs ZETA DIVISION,Haven,ZETA DIVISION,$$ (won),11,3
Champions Tour 2023: Pacific League,Playoffs,Lower Round 1,T1 vs ZETA DIVISION,Haven,ZETA DIVISION,$$$ (won),8,7
Champions Tour 2023: Pacific League,Playoffs,Lower Round 1,T1 vs ZETA DIVISION,Bind,T1,Pistol Won,,0
Champions Tour 2023: Pacific League,Playoffs,Lower Round 1,T1 vs ZETA DIVISION,Bind,T1,Eco (won),3,0
Champions Tour 2023: Pacific League,Playoffs,Lower Round 1,T1 vs ZETA DIVISION,Bind,T1,$ (won),1,1
Champions Tour 2023: Pacific League,Playoffs,Lower Round 1,T1 vs ZETA DIVISION,Bind,T1,$$ (won),5,2
Champions Tour 2023: Pacific League,Playoffs,Lower Round 1,T1 vs ZETA DIVISION,Bind,T1,$$$ (won),17,9
Champions Tour 2023: Pacific League,Playoffs,Lower Round 1,T1 vs ZETA DIVISION,Bind,ZETA DIVISION,Pistol Won,,2
Champions Tour 2023: Pacific League,Playoffs,Lower Round 1,T1 vs ZETA DIVISION,Bind,ZETA DIVISION,Eco (won),2,2
Champions Tour 2023: Pacific League,Playoffs,Lower Round 1,T1 vs ZETA DIVISION,Bind,ZETA DIVISION,$ (won),0,0
Champions Tour 2023: Pacific League,Playoffs,Lower Round 1,T1 vs ZETA DIVISION,Bind,ZETA DIVISION,$$ (won),11,5
Champions Tour 2023: Pacific League,Playoffs,Lower Round 1,T1 vs ZETA DIVISION,Bind,ZETA DIVISION,$$$ (won),13,7
Champions Tour 2023: Pacific League,Playoffs,Lower Round 1,T1 vs ZETA DIVISION,Fracture,T1,Pistol Won,,2
Champions Tour 2023: Pacific League,Playoffs,Lower Round 1,T1 vs ZETA DIVISION,Fracture,T1,Eco (won),2,2
Champions Tour 2023: Pacific League,Playoffs,Lower Round 1,T1 vs ZETA DIVISION,Fracture,T1,$ (won),0,0
Champions Tour 2023: Pacific League,Playoffs,Lower Round 1,T1 vs ZETA DIVISION,Fracture,T1,$$ (won),8,5
Champions Tour 2023: Pacific League,Playoffs,Lower Round 1,T1 vs ZETA DIVISION,Fracture,T1,$$$ (won),13,6
Champions Tour 2023: Pacific League,Playoffs,Lower Round 1,T1 vs ZETA DIVISION,Fracture,ZETA DIVISION,Pistol Won,,0
Champions Tour 2023: Pacific League,Playoffs,Lower Round 1,T1 vs ZETA DIVISION,Fracture,ZETA DIVISION,Eco (won),4,0
Champions Tour 2023: Pacific League,Playoffs,Lower Round 1,T1 vs ZETA DIVISION,Fracture,ZETA DIVISION,$ (won),1,0
Champions Tour 2023: Pacific League,Playoffs,Lower Round 1,T1 vs ZETA DIVISION,Fracture,ZETA DIVISION,$$ (won),8,2
Champions Tour 2023: Pacific League,Playoffs,Lower Round 1,T1 vs ZETA DIVISION,Fracture,ZETA DIVISION,$$$ (won),10,8
Champions Tour 2023: Pacific League,Playoffs,Lower Round 1,T1 vs ZETA DIVISION,All Maps,T1,Pistol Won,,4
Champions Tour 2023: Pacific League,Playoffs,Lower Round 1,T1 vs ZETA DIVISION,All Maps,T1,Eco (won),7,4
Champions Tour 2023: Pacific League,Playoffs,Lower Round 1,T1 vs ZETA DIVISION,All Maps,T1,$ (won),2,1
Champions Tour 2023: Pacific League,Playoffs,Lower Round 1,T1 vs ZETA DIVISION,All Maps,T1,$$ (won),17,10
Champions Tour 2023: Pacific League,Playoffs,Lower Round 1,T1 vs ZETA DIVISION,All Maps,T1,$$$ (won),46,23
Champions Tour 2023: Pacific League,Playoffs,Lower Round 1,T1 vs ZETA DIVISION,All Maps,ZETA DIVISION,Pistol Won,,2
Champions Tour 2023: Pacific League,Playoffs,Lower Round 1,T1 vs ZETA DIVISION,All Maps,ZETA DIVISION,Eco (won),10,2
Champions Tour 2023: Pacific League,Playoffs,Lower Round 1,T1 vs ZETA DIVISION,All Maps,ZETA DIVISION,$ (won),1,0
Champions Tour 2023: Pacific League,Playoffs,Lower Round 1,T1 vs ZETA DIVISION,All Maps,ZETA DIVISION,$$ (won),30,10
Champions Tour 2023: Pacific League,Playoffs,Lower Round 1,T1 vs ZETA DIVISION,All Maps,ZETA DIVISION,$$$ (won),31,22
Champions Tour 2023: Pacific League,Playoffs,Upper Final,DRX vs Paper Rex,Fracture,DRX,Pistol Won,,1
Champions Tour 2023: Pacific League,Playoffs,Upper Final,DRX vs Paper Rex,Fracture,DRX,Eco (won),3,1
Champions Tour 2023: Pacific League,Playoffs,Upper Final,DRX vs Paper Rex,Fracture,DRX,$ (won),2,0
Champions Tour 2023: Pacific League,Playoffs,Upper Final,DRX vs Paper Rex,Fracture,DRX,$$ (won),4,1
Champions Tour 2023: Pacific League,Playoffs,Upper Final,DRX vs Paper Rex,Fracture,DRX,$$$ (won),9,3
Champions Tour 2023: Pacific League,Playoffs,Upper Final,DRX vs Paper Rex,Fracture,Paper Rex,Pistol Won,,1
Champions Tour 2023: Pacific League,Playoffs,Upper Final,DRX vs Paper Rex,Fracture,Paper Rex,Eco (won),2,1
